// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\danielri\source\repos\DataStructureBenchmarkDotnet\DataStructureBenchmarkDotnet\bin\Release\net7.0\20a13eb4-88ad-437a-a1ad-4592abbfc855
// command took 2.95s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\danielri\source\repos\DataStructureBenchmarkDotnet\DataStructureBenchmarkDotnet\bin\Release\net7.0\20a13eb4-88ad-437a-a1ad-4592abbfc855
// command took 17.69s and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\danielri\source\repos\DataStructureBenchmarkDotnet\DataStructureBenchmarkDotnet\bin\Release\net7.0\20a13eb4-88ad-437a-a1ad-4592abbfc855
// command took 4.8s and exited with 0
// ***** Done, took 00:00:26 (26.16 sec)   *****
// Found 4 benchmarks:
//   ListVsQueue.ListAdd: Job-GSLNTV(InvocationCount=1, UnrollFactor=1)
//   ListVsQueue.QueueAdd: Job-GSLNTV(InvocationCount=1, UnrollFactor=1)
//   ListVsQueue.ListRemove: Job-GSLNTV(InvocationCount=1, UnrollFactor=1)
//   ListVsQueue.QueueRemove: Job-GSLNTV(InvocationCount=1, UnrollFactor=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: ListVsQueue.ListAdd: Job-GSLNTV(InvocationCount=1, UnrollFactor=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 20a13eb4-88ad-437a-a1ad-4592abbfc855.dll --anonymousPipes 1648 1340 --benchmarkName MyBenchmarks.ListVsQueue.ListAdd --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in C:\Users\danielri\source\repos\DataStructureBenchmarkDotnet\DataStructureBenchmarkDotnet\bin\Release\net7.0\20a13eb4-88ad-437a-a1ad-4592abbfc855\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-KPDSPQ(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 254800.00 ns, 254.8000 us/op
WorkloadJitting  1: 1 op, 613900.00 ns, 613.9000 us/op

OverheadWarmup   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   6: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   7: 1 op, 300.00 ns, 300.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual   3: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual   4: 1 op, 2600.00 ns, 2.6000 us/op
OverheadActual   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   6: 1 op, 700.00 ns, 700.0000 ns/op
OverheadActual   7: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   8: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  11: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  14: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual  17: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  18: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 300.00 ns, 300.0000 ns/op

WorkloadWarmup   1: 1 op, 34400.00 ns, 34.4000 us/op
WorkloadWarmup   2: 1 op, 13600.00 ns, 13.6000 us/op
WorkloadWarmup   3: 1 op, 22900.00 ns, 22.9000 us/op
WorkloadWarmup   4: 1 op, 8900.00 ns, 8.9000 us/op
WorkloadWarmup   5: 1 op, 5300.00 ns, 5.3000 us/op
WorkloadWarmup   6: 1 op, 21100.00 ns, 21.1000 us/op
WorkloadWarmup   7: 1 op, 22800.00 ns, 22.8000 us/op
WorkloadWarmup   8: 1 op, 4500.00 ns, 4.5000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 5500.00 ns, 5.5000 us/op
WorkloadActual   2: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual   3: 1 op, 3500.00 ns, 3.5000 us/op
WorkloadActual   4: 1 op, 8200.00 ns, 8.2000 us/op
